date,open,high,low,close,volume
2021-12-27,171.02,171.58,170.34,170.91,74563593
2021-12-28,170.44,171.52,169.82,170.89,74833227
2021-12-29,170.48,171.34,169.79,170.64,47617550
2021-12-30,169.69,170.91,168.26,169.48,122118408
2021-12-31,169.13,170.20,167.75,168.81,195850102
2022-01-03,167.95,168.42,167.28,167.74,235001435
2022-01-04,166.85,168.40,165.99,167.54,151369609
2022-01-05,166.94,168.21,166.01,167.29,229881353
2022-01-06,165.71,167.46,164.22,165.97,195450702
2022-01-07,169.08,169.87,168.23,169.02,87395143
2022-01-10,170.76,172.15,168.76,170.14,179708201
2022-01-11,169.42,170.77,167.88,169.22,150336130
2022-01-12,167.31,168.58,165.92,167.19,129120137
2022-01-13,163.90,164.62,163.54,164.26,172450048
2022-01-14,165.61,166.13,164.44,164.95,134217854
2022-01-17,165.60,166.26,164.84,165.51,101561538
2022-01-18,165.33,166.22,163.90,164.79,89464611
2022-01-19,164.71,165.57,163.76,164.61,153747416
2022-01-20,163.80,165.42,162.21,163.83,137732788
2022-01-21,164.82,165.35,164.32,164.85,146766390
2022-01-24,165.04,165.68,164.61,165.24,320114280
2022-01-25,163.17,164.58,161.47,162.87,86491486
2022-01-26,166.84,168.75,164.60,166.51,155539023
2022-01-27,165.32,167.21,163.16,165.05,193847514
2022-01-28,163.74,165.19,162.51,163.96,125447874
2022-01-31,163.92,164.78,162.73,163.59,130024948
2022-02-01,160.34,161.02,159.71,160.38,159755431
2022-02-02,162.19,162.85,161.34,162.00,90500530
2022-02-03,160.37,161.29,159.91,160.84,187381559
2022-02-04,159.70,161.78,158.05,160.13,185531362
2022-02-07,161.42,161.78,160.54,160.90,172396805
2022-02-08,159.78,161.55,158.09,159.86,141837494
2022-02-09,162.05,163.75,160.21,161.91,166361750
2022-02-10,161.93,162.57,161.39,162.02,161094588
2022-02-11,161.79,164.10,159.13,161.44,184546985
2022-02-14,158.23,158.91,157.33,158.01,147396753
2022-02-15,160.14,160.77,159.24,159.87,159434480
2022-02-16,157.55,158.84,156.55,157.84,148777895
2022-02-17,158.10,158.80,157.63,158.34,135591669
2022-02-18,155.86,158.09,154.00,156.24,99696962
2022-02-21,158.96,159.95,157.98,158.98,123752155
2022-02-22,157.27,158.19,156.88,157.80,221131033
2022-02-23,154.75,155.25,154.42,154.92,132351835
2022-02-24,156.98,157.92,155.95,156.89,208315553
2022-02-25,154.52,156.47,152.27,154.22,143528295
2022-02-28,153.25,153.89,152.90,153.54,189539054
2022-03-01,155.67,156.94,153.81,155.08,108848415
2022-03-02,152.34,153.55,150.97,152.18,131620437
2022-03-03,152.41,153.26,151.21,152.06,194289349
2022-03-04,152.42,153.92,151.28,152.78,126318666
2022-03-07,152.50,154.35,150.64,152.49,137882685
2022-03-08,155.23,155.55,154.64,154.97,143545120
2022-03-09,152.17,153.69,150.71,152.24,168245355
2022-03-10,152.97,154.31,152.01,153.34,105046960
2022-03-11,149.86,150.63,149.17,149.95,79970318
2022-03-14,151.26,152.61,148.87,150.21,173681223
2022-03-15,152.24,152.80,151.66,152.23,260413041
2022-03-16,148.26,149.06,147.40,148.20,136632791
2022-03-17,149.94,150.99,149.19,150.25,153578000
2022-03-18,148.03,148.78,147.63,148.37,150356118
2022-03-21,146.92,147.42,146.43,146.93,100077817
2022-03-22,145.93,147.60,144.57,146.24,80798688
2022-03-23,148.15,148.85,147.58,148.28,115829451
2022-03-24,145.89,147.47,143.94,145.53,165709095
2022-03-25,146.52,147.75,145.52,146.75,213538786
2022-03-28,149.49,150.70,148.24,149.45,114637257
2022-03-29,149.69,150.29,148.36,148.95,120389804
2022-03-30,148.01,148.31,147.29,147.59,181206339
2022-03-31,145.76,147.75,144.49,146.47,247935043
2022-04-01,146.67,147.14,145.82,146.29,84529693
2022-04-04,147.41,148.27,146.67,147.53,94428954
2022-04-05,144.53,145.62,143.71,144.79,182775773
2022-04-06,148.60,149.12,148.03,148.55,190651139
2022-04-07,145.92,147.01,145.31,146.40,128178934
2022-04-08,144.70,145.15,144.10,144.55,102299770
2022-04-11,143.53,144.47,142.43,143.36,148217971
2022-04-12,145.68,146.61,144.73,145.66,153559219
2022-04-13,145.04,146.81,142.86,144.61,235669951
2022-04-14,143.49,143.99,142.89,143.38,328595268
2022-04-15,140.80,142.27,139.81,141.28,169134019
2022-04-18,145.09,147.58,143.01,145.49,152157019
2022-04-19,145.37,145.71,145.02,145.36,90895582
2022-04-20,143.98,145.38,142.42,143.82,130893532
2022-04-21,142.08,144.17,139.66,141.75,69264255
2022-04-22,143.06,144.08,141.72,142.74,66166813
2022-04-25,143.39,144.62,141.57,142.79,94205651
2022-04-26,140.95,142.56,140.01,141.61,44512626
2022-04-27,141.80,142.51,141.36,142.06,99438507
2022-04-28,141.93,142.86,140.82,141.75,81299780
2022-04-29,141.54,142.17,141.22,141.84,65380203
2022-05-02,141.62,142.30,140.89,141.57,68006172
2022-05-03,139.14,141.51,136.96,139.33,77223174
2022-05-04,140.07,140.68,138.93,139.53,87473234
2022-05-05,138.97,140.76,137.09,138.88,84129623
2022-05-06,140.25,140.77,139.74,140.26,78856796
2022-05-09,138.85,139.35,138.13,138.62,55468395
2022-05-10,138.57,139.55,137.41,138.38,68404970
2022-05-11,138.81,140.03,137.40,138.62,73757076
2022-05-12,137.57,138.25,137.17,137.86,66132432
2022-05-13,137.56,138.51,136.83,137.78,59829022
2022-05-16,139.30,140.24,138.48,139.42,66292859
2022-05-17,137.71,138.68,136.35,137.32,67278541
2022-05-18,138.07,139.25,136.60,137.78,102182979
2022-05-19,136.95,137.69,136.36,137.10,66033455
2022-05-20,138.41,139.50,137.38,138.47,47295533
2022-05-23,138.12,139.12,137.26,138.26,59277397
2022-05-24,138.00,138.49,137.17,137.66,68065949
2022-05-25,135.74,136.26,135.13,135.65,167411648
2022-05-26,135.69,136.98,134.28,135.56,84364546
2022-05-27,135.47,136.07,134.68,135.28,83163028
2022-05-30,133.88,134.29,133.59,134.01,26763358
2022-05-31,135.73,136.09,135.27,135.63,50855975
2022-06-01,135.07,135.54,134.66,135.13,143261771
2022-06-02,134.75,136.03,134.03,135.31,90270808
2022-06-03,134.76,136.19,133.49,134.91,101380175
2022-06-06,133.64,134.72,132.75,133.83,69759942
2022-06-07,132.66,133.31,132.07,132.72,65982774
2022-06-08,133.14,133.85,132.34,133.05,109313048
2022-06-09,133.74,134.12,132.82,133.20,71827994
2022-06-10,132.12,133.47,130.81,132.16,72997850
2022-06-13,132.29,132.58,131.51,131.79,70360556
2022-06-14,133.71,135.40,132.25,133.94,101731890
2022-06-15,133.77,134.70,132.74,133.66,41727970
2022-06-16,132.51,133.25,131.52,132.26,168579173
2022-06-17,134.00,134.74,133.51,134.25,64137543
2022-06-20,133.37,134.44,132.64,133.70,145260774
2022-06-21,133.27,133.55,132.51,132.79,110425837
2022-06-22,132.19,133.29,131.90,132.99,62633890
2022-06-23,133.16,135.00,131.69,133.52,60469029
2022-06-24,133.46,134.31,132.91,133.76,86076764
2022-06-27,135.26,136.86,134.04,135.64,65620279
2022-06-28,134.56,135.36,133.63,134.42,122205126
2022-06-29,134.91,135.60,134.06,134.75,120883969
2022-06-30,134.16,134.69,133.65,134.18,52850645
2022-07-01,135.86,136.44,135.11,135.69,44283167
2022-07-04,135.46,136.72,134.56,135.82,73624914
2022-07-05,136.45,137.23,135.97,136.74,54008969
2022-07-06,134.51,136.30,133.15,134.94,93452530
2022-07-07,135.36,136.61,134.15,135.40,49752379
2022-07-08,136.25,137.16,135.40,136.31,106216373
2022-07-11,135.88,137.34,134.43,135.89,80014341
2022-07-12,135.34,135.93,134.84,135.43,32652513
2022-07-13,136.20,137.19,135.40,136.38,53570473
2022-07-14,139.03,139.92,137.81,138.70,67604605
2022-07-15,139.08,139.81,137.98,138.71,117977158
2022-07-18,140.47,141.95,139.09,140.57,133209316
2022-07-19,139.18,140.90,137.11,138.82,117462936
2022-07-20,140.77,141.46,140.13,140.82,88017460
2022-07-21,141.30,141.82,140.50,141.02,72073294
2022-07-22,140.89,141.70,140.29,141.10,93514987
2022-07-25,141.03,141.87,139.82,140.66,76906374
2022-07-26,142.18,144.43,139.65,141.90,94255995
2022-07-27,143.81,144.24,142.83,143.26,50812710
2022-07-28,143.81,144.45,143.52,144.16,44681514
2022-07-29,145.41,147.08,143.84,145.50,62807065
2022-08-01,144.36,145.05,143.54,144.23,115833063
2022-08-02,145.93,146.85,144.91,145.84,96183307
2022-08-03,146.74,147.28,146.07,146.61,46167223
2022-08-04,146.93,147.66,146.08,146.81,52261674
2022-08-05,146.39,148.64,144.14,146.38,48999336
2022-08-08,147.58,149.45,146.05,147.91,39158994
2022-08-09,148.59,149.58,147.47,148.45,78037283
2022-08-10,148.06,148.43,147.77,148.13,106143658
2022-08-11,148.29,149.95,146.47,148.13,90637334
2022-08-12,150.03,150.78,149.34,150.08,73160872
2022-08-15,150.40,151.22,149.37,150.19,98800698
2022-08-16,151.85,152.72,151.00,151.87,94157954
2022-08-17,151.96,154.06,149.40,151.50,75751480
2022-08-18,151.08,151.97,150.41,151.30,82679880
2022-08-19,151.96,152.68,151.24,151.97,114228679
2022-08-22,154.51,155.57,153.28,154.34,63813771
2022-08-23,153.68,154.25,152.68,153.25,63117424
2022-08-24,152.53,153.72,151.41,152.60,114217039
2022-08-25,154.43,156.21,152.39,154.17,81623207
2022-08-26,154.52,155.78,153.32,154.58,103160447
2022-08-29,154.83,155.49,154.19,154.85,74847561
2022-08-30,155.49,157.03,153.31,154.84,69406063
2022-08-31,153.16,154.52,151.98,153.34,104775846
2022-09-01,153.68,155.07,152.36,153.75,65325361
2022-09-02,154.92,155.31,154.25,154.64,89320491
2022-09-05,154.03,154.49,153.45,153.90,111625369
2022-09-06,151.75,153.01,150.67,151.93,103274374
2022-09-07,150.68,151.77,149.55,150.63,54944938
2022-09-08,151.53,152.16,150.90,151.53,91167442
2022-09-09,150.80,152.72,149.25,151.17,63179539
2022-09-12,153.43,154.35,152.01,152.93,84092350
2022-09-13,152.60,153.55,151.68,152.64,82780639
2022-09-14,151.23,152.68,149.99,151.44,72743332
2022-09-15,149.07,150.51,148.06,149.50,68543144
2022-09-16,150.27,151.39,148.97,150.09,55363199
2022-09-19,150.25,150.85,149.79,150.39,92028991
2022-09-20,150.66,150.98,150.33,150.65,90927656
2022-09-21,151.30,152.66,150.09,151.45,61817514
2022-09-22,149.91,150.83,148.74,149.66,42602483
2022-09-23,149.59,151.01,147.97,149.39,62423787
2022-09-26,149.54,151.39,147.17,149.02,83562092
2022-09-27,151.01,151.83,149.53,150.35,57482703
2022-09-28,149.18,150.23,148.32,149.37,95843257
2022-09-29,148.65,150.19,147.10,148.64,42949730
2022-09-30,147.84,148.95,146.62,147.73,59658767
2022-10-03,147.97,149.04,146.63,147.70,64183826
2022-10-04,149.20,149.83,148.18,148.82,66946282
2022-10-05,148.66,149.45,148.03,148.82,73640346
2022-10-06,147.53,148.48,147.04,147.98,46487073
2022-10-07,148.00,149.08,146.97,148.05,57093186
2022-10-10,145.04,146.54,143.73,145.23,110557219
2022-10-11,147.19,147.83,146.45,147.09,68196401
2022-10-12,146.44,147.13,145.83,146.51,117081457
2022-10-13,145.28,146.71,144.01,145.44,59758064
2022-10-14,145.35,146.90,143.97,145.52,71683547
2022-10-17,146.54,148.13,144.97,146.56,81868365
2022-10-18,146.34,147.33,144.79,145.78,97659314
2022-10-19,145.69,146.28,144.96,145.55,51949571
2022-10-20,146.34,147.57,144.90,146.13,93708703
2022-10-21,144.85,145.55,143.91,144.61,72240892
2022-10-24,144.40,145.16,143.51,144.26,38350714
2022-10-25,143.23,144.98,141.68,143.42,73315351
2022-10-26,140.96,141.90,140.14,141.09,94393915
2022-10-27,144.55,145.66,144.02,145.13,77805363
2022-10-28,144.49,144.85,143.98,144.35,83102884
2022-10-31,143.97,144.71,143.42,144.16,66588290
2022-11-01,144.11,145.26,142.94,144.09,51859870
2022-11-02,143.11,144.25,142.60,143.74,86086674
2022-11-03,143.83,144.77,143.22,144.16,83055514
2022-11-04,144.13,144.47,143.66,143.99,78421162
2022-11-07,143.20,144.15,142.39,143.34,79243064
2022-11-08,142.87,143.90,142.10,143.13,96335092
2022-11-09,142.62,143.61,141.81,142.79,62500181
2022-11-10,142.22,143.50,141.10,142.38,69684920
2022-11-11,142.17,142.49,141.86,142.19,68917749
2022-11-14,141.93,143.03,140.65,141.75,81836124
2022-11-15,141.99,142.48,141.47,141.95,101189649
2022-11-16,143.71,144.73,142.52,143.54,81679996
2022-11-17,142.33,142.82,142.00,142.49,77204179
2022-11-18,141.51,142.85,140.09,141.43,74066840
2022-11-21,141.86,143.43,140.43,142.00,95578537
2022-11-22,141.48,142.06,140.98,141.55,66135326
2022-11-23,140.97,141.44,140.31,140.78,74028996
2022-11-24,140.37,140.88,139.98,140.48,75905667
2022-11-25,141.71,142.47,140.92,141.69,53818786
2022-11-28,141.50,143.13,140.35,141.98,46959272
2022-11-29,140.00,140.72,139.01,139.73,133781593
2022-11-30,138.87,139.41,138.30,138.84,60893337
2022-12-01,139.41,140.26,138.22,139.06,49406191
2022-12-02,137.91,138.87,136.55,137.51,77271718
2022-12-05,137.67,139.23,136.44,137.99,51243176
2022-12-06,138.85,139.52,138.08,138.75,80584176
2022-12-07,138.64,139.44,137.91,138.71,71209202
2022-12-08,136.98,138.40,135.29,136.71,110341481
2022-12-09,137.58,138.27,136.69,137.38,134437019
2022-12-12,136.56,137.35,135.49,136.28,59779191
2022-12-13,135.28,136.24,134.67,135.63,62304185
2022-12-14,133.99,135.29,132.49,133.78,60934536
2022-12-15,134.22,135.44,133.33,134.54,70771676
2022-12-16,135.31,136.55,134.05,135.29,100585615
2022-12-19,134.98,135.42,134.50,134.95,70380986
2022-12-20,135.79,136.66,134.51,135.37,85146931
2022-12-21,137.06,137.37,136.54,136.85,70055599
2022-12-22,137.49,137.88,137.00,137.39,78504097
2022-12-23,135.26,136.53,134.16,135.43,65201402
2022-12-26,135.17,135.65,134.85,135.33,148720528
2022-12-27,135.43,135.89,134.89,135.35,66399976
2022-12-28,135.85,136.29,135.54,135.98,101097354
2022-12-29,135.18,136.03,134.83,135.68,65672269
2022-12-30,135.47,136.52,134.12,135.17,106584246
2023-01-02,134.41,134.88,134.03,134.50,37458134
2023-01-03,135.42,136.33,134.83,135.74,83156449
2023-01-04,137.71,138.05,137.12,137.46,135068432
2023-01-05,138.29,138.78,137.74,138.22,61378239
2023-01-06,139.75,141.47,137.78,139.49,91372169
2023-01-09,137.42,139.06,136.34,137.98,43225736
2023-01-10,137.51,138.09,137.09,137.66,54149418
2023-01-11,138.39,139.69,136.94,138.25,91477869
2023-01-12,137.44,138.17,136.25,136.97,59950074
2023-01-13,138.97,140.04,137.56,138.63,58814824
2023-01-16,139.41,140.15,138.82,139.56,81793416
2023-01-17,138.81,139.56,138.45,139.20,82700973
2023-01-18,139.80,140.51,138.64,139.36,59424559
2023-01-19,140.18,140.95,139.62,140.39,94486297
2023-01-20,140.20,141.26,139.25,140.32,72245697
2023-01-23,140.14,140.78,139.52,140.15,85365401
2023-01-24,141.36,141.94,140.73,141.30,56246929
2023-01-25,141.94,143.02,141.04,142.12,91003240
2023-01-26,141.15,142.27,140.47,141.59,98347638
2023-01-27,141.65,142.29,141.07,141.71,53885060
2023-01-30,142.06,143.08,140.61,141.63,75173744
2023-01-31,141.78,142.72,141.19,142.13,57846765
2023-02-01,143.59,143.93,142.89,143.23,103779604
2023-02-02,142.16,143.02,141.23,142.10,74001635
2023-02-03,143.18,143.61,142.89,143.31,66158203
2023-02-06,143.61,144.26,142.58,143.23,127874253
2023-02-07,144.59,145.89,143.00,144.30,59554480
2023-02-08,146.43,147.01,145.56,146.14,81472301
2023-02-09,146.36,147.20,144.66,145.50,82121581
2023-02-10,145.91,147.18,145.10,146.37,49967775
2023-02-13,145.84,146.84,144.96,145.96,95267710
2023-02-14,145.60,146.81,143.94,145.13,55993403
2023-02-15,146.99,148.79,145.44,147.24,56049096
2023-02-16,146.57,147.65,145.35,146.43,97117126
2023-02-17,149.06,150.02,147.71,148.67,83711205
2023-02-20,147.58,148.99,146.37,147.79,68813750
2023-02-21,148.01,149.31,146.58,147.87,67947105
2023-02-22,149.47,150.39,148.36,149.27,55945979
2023-02-23,148.98,150.47,147.80,149.28,57184904
2023-02-24,150.28,152.18,148.59,150.48,78975232
2023-02-27,151.27,152.64,150.23,151.60,94940550
2023-02-28,153.01,153.35,152.42,152.76,77169790
2023-03-01,151.61,153.50,150.01,151.90,73310598
2023-03-02,151.62,153.42,150.21,152.00,81382145
2023-03-03,152.99,153.80,152.46,153.27,82899079
2023-03-06,152.64,153.99,151.39,152.75,69746556
2023-03-07,154.12,155.49,152.62,153.98,54558829
2023-03-08,154.43,155.03,153.81,154.40,125149148
2023-03-09,155.82,156.39,155.05,155.61,45407759
2023-03-10,156.97,157.48,156.14,156.64,58707916
2023-03-13,155.86,156.72,154.96,155.82,88136171
2023-03-14,156.51,158.00,154.96,156.45,51755481
2023-03-15,157.23,158.76,155.82,157.36,98727493
2023-03-16,159.93,160.75,159.36,160.18,108666773
2023-03-17,158.66,159.62,157.68,158.64,118225367
2023-03-20,161.01,162.52,158.94,160.45,93250420
2023-03-21,161.07,161.70,160.31,160.94,55827483
2023-03-22,162.27,163.16,161.61,162.50,48899225
2023-03-23,163.50,165.29,161.65,163.44,51654770
2023-03-24,162.61,164.22,161.26,162.87,81815773
2023-03-27,163.14,164.50,161.64,163.00,64603702
2023-03-28,165.18,166.27,164.29,165.39,62420880
2023-03-29,162.99,165.02,161.51,163.53,140320887
2023-03-30,166.17,166.69,165.41,165.92,78533791
2023-03-31,165.06,167.45,163.26,165.65,60814287
2023-04-03,167.68,168.22,166.70,167.25,48852827
2023-04-04,167.18,168.39,165.71,166.91,77380294
2023-04-05,166.81,167.79,165.91,166.89,65101312
2023-04-06,170.17,172.20,168.35,170.38,168322338
2023-04-07,168.78,169.84,167.52,168.58,112869694
2023-04-10,171.44,172.00,170.97,171.52,255517159
2023-04-11,170.52,171.17,169.83,170.48,122373685
2023-04-12,171.69,172.30,171.28,171.89,129930089
2023-04-13,172.97,173.37,172.48,172.88,100857876
2023-04-14,172.68,174.07,170.99,172.38,212817743
2023-04-17,173.48,174.45,172.51,173.47,84811857
2023-04-18,172.90,174.50,171.36,172.96,163024744
2023-04-19,175.61,178.15,172.67,175.20,307104087
2023-04-20,175.36,176.90,173.84,175.38,120772317
2023-04-21,174.22,176.16,172.47,174.41,86379852
2023-04-24,175.54,176.76,173.95,175.17,157576588
2023-04-25,176.79,178.32,175.38,176.91,180309213
2023-04-26,173.04,175.01,171.64,173.60,108640387
2023-04-27,176.82,177.50,176.18,176.87,166430210
2023-04-28,175.21,176.47,173.98,175.25,133006280
2023-05-01,176.31,179.21,174.10,176.99,105324380
2023-05-02,176.30,178.05,174.96,176.70,185282700
2023-05-03,177.92,179.31,176.59,177.98,100304287
2023-05-04,177.05,179.04,175.48,177.46,138863465
2023-05-05,178.70,180.69,176.23,178.22,127722200
2023-05-08,177.77,179.20,176.78,178.20,136389868
2023-05-09,176.12,178.29,174.65,176.81,173193978
2023-05-10,177.14,178.11,176.63,177.61,111912295
2023-05-11,178.71,180.67,177.21,179.17,225147206
2023-05-12,178.02,180.10,175.81,177.89,181596745
2023-05-15,177.50,177.96,176.93,177.39,171257685
2023-05-16,180.77,181.55,179.95,180.73,78816549
2023-05-17,181.15,182.09,179.77,180.71,121632765
2023-05-18,180.31,181.42,179.25,180.37,102933139
2023-05-19,181.01,181.98,180.35,181.32,229228963
2023-05-22,181.31,182.75,179.40,180.84,292111302
2023-05-23,180.28,181.60,178.93,180.25,218670370
2023-05-24,179.54,181.08,177.99,179.53,151964572
2023-05-25,180.83,181.66,179.70,180.53,174697388
2023-05-26,181.72,182.66,180.05,180.99,205975179
2023-05-29,180.97,183.54,178.73,181.30,159640371
2023-05-30,182.60,183.38,182.21,182.99,86945384
2023-05-31,182.39,184.14,180.81,182.56,155935160
2023-06-01,182.92,183.90,181.71,182.70,160686560
2023-06-02,182.56,183.74,182.13,183.31,133331853
2023-06-05,183.35,184.52,182.63,183.79,178217821
2023-06-06,184.28,184.85,183.74,184.30,159865450
2023-06-07,184.03,184.85,183.02,183.84,192262606
2023-06-08,184.11,185.64,182.61,184.14,99217293
2023-06-09,185.63,186.20,184.90,185.47,186265078
2023-06-12,184.47,185.62,183.23,184.38,103124967
2023-06-13,185.23,186.47,183.99,185.24,148779024
2023-06-14,184.88,185.89,183.29,184.30,104884321
2023-06-15,186.52,187.76,185.08,186.31,72267204
2023-06-16,184.55,185.85,183.38,184.67,41303441
2023-06-19,187.27,187.91,186.58,187.22,71222406
2023-06-20,184.48,186.08,183.45,185.04,61797004
2023-06-21,184.61,185.54,183.49,184.42,81745310
2023-06-22,186.98,188.52,185.55,187.09,77951066
2023-06-23,186.21,187.66,185.01,186.47,73524314
2023-06-26,187.82,188.49,186.88,187.55,55139329
2023-06-27,186.28,188.34,184.49,186.54,85509274
2023-06-28,184.40,187.23,181.91,184.73,56841562
2023-06-29,187.49,189.01,186.09,187.60,77529914
2023-06-30,188.37,189.44,187.35,188.42,57989760
2023-07-03,187.98,188.87,186.81,187.69,98897835
2023-07-04,187.66,188.14,187.04,187.52,49905681
2023-07-05,186.65,187.23,185.80,186.38,126157446
2023-07-06,186.31,187.58,184.65,185.92,89758872
2023-07-07,186.48,188.30,184.38,186.20,72991495
2023-07-10,185.92,186.73,185.11,185.92,89757709
2023-07-11,188.94,190.40,186.94,188.39,71136307
2023-07-12,188.56,189.36,187.42,188.22,77820271
2023-07-13,189.17,190.71,187.08,188.62,61402773
2023-07-14,188.29,189.95,186.26,187.92,68751474
2023-07-17,188.11,189.75,186.77,188.40,49095789
2023-07-18,188.10,189.08,187.05,188.03,115742832
2023-07-19,190.89,191.85,189.90,190.86,78415970
2023-07-20,189.61,190.67,187.92,188.99,88209996
2023-07-21,188.50,190.15,186.64,188.28,104155853
2023-07-24,189.74,190.70,189.35,190.30,54569820
2023-07-25,189.09,190.24,188.03,189.19,80335065
2023-07-26,188.25,189.68,187.15,188.59,47271795
2023-07-27,190.28,191.12,189.82,190.65,89584591
2023-07-28,189.56,191.69,187.23,189.35,70223021
2023-07-31,190.63,192.62,189.06,191.04,108661406
2023-08-01,191.11,193.98,188.32,191.19,72286230
2023-08-02,190.95,192.56,189.81,191.41,66542231
2023-08-03,193.51,194.20,192.39,193.08,85582199
2023-08-04,191.02,193.20,189.69,191.87,67190254
2023-08-07,192.61,193.75,191.44,192.59,75567261
2023-08-08,191.88,193.95,189.73,191.79,73934201
2023-08-09,193.77,194.38,192.72,193.33,76947711
2023-08-10,193.05,193.92,191.57,192.44,75201841
2023-08-11,190.44,191.27,189.81,190.64,113931657
2023-08-14,190.61,191.15,189.15,189.68,92165943
2023-08-15,190.97,191.59,190.40,191.02,86757937
2023-08-16,191.20,191.92,190.52,191.24,56908612
2023-08-17,192.53,193.60,191.55,192.63,74371356
2023-08-18,190.15,191.56,189.08,190.50,45362091
2023-08-21,191.09,191.48,190.41,190.80,47180211
2023-08-22,189.33,192.37,186.63,189.66,133265465
2023-08-23,192.54,193.29,191.78,192.53,84806831
2023-08-24,189.59,190.63,188.92,189.95,122692221
2023-08-25,190.09,190.77,188.99,189.66,115396298
2023-08-28,187.87,190.56,185.57,188.25,96176535
2023-08-29,190.94,191.89,189.79,190.74,106766434
2023-08-30,187.52,188.58,187.03,188.09,90110248
2023-08-31,188.37,189.92,187.30,188.85,100528387
2023-09-01,189.31,191.23,187.07,188.98,70570754
2023-09-04,188.64,189.03,188.01,188.40,49179605
2023-09-05,188.35,189.50,187.32,188.47,65482368
2023-09-06,189.03,190.58,187.85,189.41,110167778
2023-09-07,190.36,191.10,189.03,189.77,140326957
2023-09-08,189.71,191.54,187.75,189.57,85141667
2023-09-11,188.77,189.93,188.06,189.23,116637656
2023-09-12,190.36,191.59,188.84,190.07,101676411
2023-09-13,188.64,190.57,186.84,188.77,57464849
2023-09-14,188.23,189.53,186.78,188.09,61640129
2023-09-15,189.89,190.91,188.88,189.90,48722848
2023-09-18,187.33,188.30,186.61,187.58,73148995
2023-09-19,186.47,187.60,185.76,186.88,85300167
2023-09-20,189.66,190.42,188.53,189.28,115399931
2023-09-21,190.99,191.98,190.13,191.11,87865739
2023-09-22,188.93,190.54,187.03,188.64,60889245
2023-09-25,189.35,190.70,187.84,189.18,120971809
2023-09-26,187.88,188.71,187.05,187.87,62523115
2023-09-27,189.10,191.05,187.27,189.22,132259478
2023-09-28,188.78,191.76,185.51,188.48,53645115
2023-09-29,190.06,191.06,189.29,190.29,72775076
2023-10-02,189.99,192.29,187.09,189.39,78851093
2023-10-03,189.63,190.54,188.20,189.10,80029595
2023-10-04,192.29,192.81,191.51,192.03,110108972
2023-10-05,189.61,190.26,189.09,189.73,48292631
2023-10-06,188.92,189.75,188.03,188.85,61292446
2023-10-09,189.48,191.22,188.03,189.77,82223085
2023-10-10,191.34,192.95,189.61,191.23,109968734
2023-10-11,193.06,195.05,191.13,193.12,101503000
2023-10-12,191.59,192.30,190.59,191.30,63519481
2023-10-13,189.61,190.09,188.84,189.32,88272459
2023-10-16,190.15,190.77,189.41,190.02,66633051
2023-10-17,190.19,191.28,189.28,190.37,143351203
2023-10-18,192.99,194.38,191.59,192.98,32507901
2023-10-19,192.71,193.75,190.90,191.93,51422541
2023-10-20,191.61,193.04,190.37,191.80,92447557
2023-10-23,189.80,190.31,189.40,189.91,53123278
2023-10-24,192.62,193.90,191.42,192.71,39980158
2023-10-25,190.82,193.90,188.21,191.29,108871368
2023-10-26,192.14,193.40,191.09,192.35,82546044
2023-10-27,192.15,193.75,190.41,192.01,100802894
2023-10-30,190.69,191.32,190.11,190.73,153104591
2023-10-31,191.06,193.19,188.41,190.54,72140780
2023-11-01,192.10,193.95,189.76,191.62,92799445
